Auction No,Issue date,Amount offered in Auction,Total bids (Competitive & Uncompetitive), Over/(Under) Subscribed ,   Face Value ,   Cost Value ,   Interest due , Date due,Duration,Implicit annual,Clearing ,Lowest Factor ,Weighted Average Price,Average Discount Factor,Money Market yield,Annualised , Rejected Amount ,Bid-to-cover
,-1, (1a) , (1b) ,,-2,-3,-4,-5,-6,-9,-10,-11,-12,-13,,,,
986,08-Dec-16,"25,000,000,000","40,543,000,000","15,543,000,000","25,000,000,000","27,076,707,430","-2,076,707,430",08-Jun-17,182,,,,93.21,13.617,14.609,15.144, -   ,1.622
,,,,,,,,,,,,,,,,, -   ,
987,22-Dec-16,"25,000,000,000","43,079,300,000","18,079,300,000","25,000,000,000","23,303,240,441","1,696,759,559",22-Jun-17,182,,,,93.213,13.611,14.602,15.137, -   ,1.723
,,,,,,,,,,,,,,,,, -   ,
988,05-Jan-17,"25,000,000,000","53,320,200,000","28,320,200,000","25,000,000,000","23,300,524,828","1,699,475,172",06-Jul-17,182,,,,93.202,13.633,14.628,15.164, -   ,2.133
,,,,,,,,,,,,,,,,, -   ,
989,19-Jan-17,"25,000,000,000","65,524,000,000","40,524,000,000","25,000,000,000","23,344,962,218","1,655,037,782",20-Jul-17,182,,,,93.38,13.276,14.218,14.724, -   ,2.621
,,,,,,,,,,,,,,,,, -   ,
990,02-Feb-17,"25,000,000,000","93,902,400,000","68,902,400,000","25,000,000,000","23,430,325,252","1,569,674,748",03-Aug-17,182,,,,93.721,12.593,13.436,13.889, -   ,3.756
,,,,,,,,,,,,,,,,, -   ,
991,17-Feb-17,"25,000,000,000","99,066,800,000","74,066,800,000","25,000,000,000","23,487,967,040","1,512,032,960",18-Aug-17,182,,,,93.952,12.129,12.91,13.328, -   ,3.963
,,,,,,,,,,,,,,,,, -   ,
992,02-Mar-17,"25,000,000,000","84,770,400,000","59,770,400,000","25,000,000,000","23,528,208,196","1,471,791,804",31-Aug-17,182,,,,94.113,11.806,12.545,12.939, -   ,3.391
,,,,,,,,,,,,,,,,, -   ,
993,16-Mar-17,"25,000,000,000","75,318,100,000","50,318,100,000","25,000,000,000","23,584,016,880","1,415,983,120",14-Sep-17,182,,,,94.336,11.359,12.041,12.405, -   ,3.013
,,,,,,,,,,,,,,,,, -   ,
994,30-Mar-17,"25,000,000,000","80,328,600,000","55,328,600,000","25,000,000,000","23,608,151,484","1,391,848,516",28-Sep-17,182,,,,94.433,11.165,11.823,12.173, -   ,3.213
,,,,,,,,,,,,,,,,, -   ,
995,13-Apr-17,"25,000,000,000","62,076,100,000","37,076,100,000","25,000,000,000","23,626,719,271","1,373,280,729",12-Oct-17,182,,,,94.507,11.016,11.656,11.997, -   ,2.483
,,,,,,,,,,,,,,,,, -   ,
996,27-Apr-17,"25,000,000,000","38,713,100,000","13,713,100,000","25,000,000,000","23,639,942,113","1,360,057,887",26-Oct-17,182,,,,94.56,10.91,11.538,11.871, -   ,1.549
,,,,,,,,,,,,,,,,, -   ,
997,11-May-17,"25,000,000,000","49,498,800,000","24,498,800,000","25,000,000,000","28,370,334,628","-3,370,334,628",09-Nov-17,182,,,,94.568,10.894,11.52,11.852, -   ,1.65
,,,,,,,,,,,,,,,,, -   ,
998,25-May-17,"25,000,000,000","35,309,700,000","10,309,700,000","25,000,000,000","18,916,527,711","6,083,472,289",23-Nov-17,182,,,,94.583,10.864,11.486,11.817, -   ,1.765
,,,,,,,,,,,,,,,,, -   ,
999,06-Jul-17,"20,000,000,000","104,931,600,000","84,931,600,000","20,000,000,000","19,013,932,940","986,067,060",04-Jan-18,182,,,,95.07,9.887,10.4,10.671, -   ,5.247
,,,,,,,,,,,,,,,,, -   , 
,20-Jul-17,"25,000,000,000","51,196,200,000","26,196,200,000","25,000,000,000","23,795,843,006","1,204,156,994",18-Jan-18,182,,,,95.183,9.66,10.149,10.408, -   ,2.048
,,,,,,,,,,,,,,,,, -   ,
,03-Aug-17,"20,000,000,000","73,110,700,000","53,110,700,000","20,000,000,000","19,051,194,186","948,805,814",01-Feb-18,182,,,,95.256,9.514,9.988,10.238, -   ,3.656
,,,,,,,,,,,,,,,,, -   ,
,17-Aug-17,"20,000,000,000","40,402,600,000","20,402,600,000","20,000,000,000","19,056,320,502","943,679,498",15-Feb-18,182,,,,95.282,9.462,9.93,10.178, -   ,2.02
,,,,,,,,,,,,,,,,, -   ,
, 14-Sep-2017 ,"20,000,000,000","45,406,400,000","25,406,400,000","20,000,000,000","19,060,758,273","939,241,727",15-Mar-18,182,,,,95.352,9.322,9.776,10.016, -   ,2.27
,,,,,,,,,,,,,,,,, -   ,
, 28-Sep-2017 ,"15,000,000,000","74,733,900,000","59,733,900,000","15,000,000,000","19,070,476,770","-4,070,476,770",29-Mar-18,182,,,,95.568,8.888,9.301,9.517, -   ,4.982
,,,,,,,,,,,,,,,,, -   ,
,12-Oct-17,"15,000,000,000","41,707,200,000","26,707,200,000","15,000,000,000","14,335,200,000","664,800,000",12-Apr-18,182,,,,95.595,8.834,9.241,9.455, -   ,2.78
,,,,,,, -   ,,,,,,,,,, -   ,
, 26-Oct-2017,"15,000,000,000","81,256,800,000","66,256,800,000","15,000,000,000","14,339,304,471","660,695,529", 26-Apr-2018 ,182,,,,95.693,8.638,9.026,9.231, -   ,5.417
,,,,,,, -   ,,,,,,,,,, -   ,
, 09-Nov-2017,"15,000,000,000","82,024,300,000","67,024,300,000","15,000,000,000","14,370,993,174","629,006,826",10-May-18,182,,,,95.807,8.409,8.777,8.97, -   ,5.468
,,,,,,, -   ,,,,,,,,,, -   ,
, 23-Nov-2017,"15,000,000,000","69,862,800,000","54,862,800,000","15,000,000,000","14,385,454,246","614,545,754",24-May-18,182,,,,95.903,8.217,8.568,8.752, -   ,4.658
,,,,,,, -   ,,,,,,,,,, -   ,
,07-Dec-17,"15,000,000,000","62,326,300,000","47,326,300,000","15,000,000,000","14,391,730,454","608,269,546",07-Jun-18,182,,,,95.945,8.132,8.476,8.656, -   ,4.155
,,,,,,, -   ,,,,,,,,,, -   ,
,21-Dec-18,"15,000,000,000","48,076,800,000","33,076,800,000","15,000,000,000","14,408,415,580","591,584,420",21-Jun-19,182,,,,96.056,7.91,8.234,8.404, -   ,3.205
,,,,,,,,,,,,,,,,, -   ,
,04-Jan-18,"15,000,000,000","43,347,100,000","28,347,100,000","15,000,000,000","14,409,532,568","590,467,432", 05-Jul-2018 ,182,,,,96.064,7.894,8.217,8.386, -   ,2.89
,,,,,,, -   ,,,,,,,,,, -   ,
,18-Jan-18,"15,000,000,000","32,844,000,000","17,844,000,000","15,000,000,000","14,408,099,870","591,900,130",19-Jul-18,182,,,,96.054,7.914,8.239,8.409, -   ,2.19
,,,,,,, -   ,,,,,,,,,, -   ,
,01-Feb-18,"15,000,000,000","30,879,000,000","15,879,000,000","15,000,000,000","14,379,988,810","620,011,190",02-Aug-18,182,,,,95.867,8.289,8.646,8.833, -   ,2.059
,,,,,,, -   ,,,,,,,,,, -   ,
,15-Feb-18,"25,000,000,000","46,290,600,000","21,290,600,000","25,000,000,000","23,959,407,160","1,040,592,840",16-Aug-18,182,,,,95.838,8.347,8.709,8.9, -   ,1.852
,,,,,,, -   ,,,,,,,,,, -   ,
,01-Mar-18,"25,000,000,000","59,685,100,000","34,685,100,000","25,000,000,000","23,956,318,292","1,043,681,708",30-Aug-18,182,,,,95.825,8.373,8.738,8.929, -   ,2.387
,,,,,,,,,,,,,,,,, -   ,
,15-Mar-18,"25,000,000,000","48,755,700,000","23,755,700,000","25,000,000,000","23,953,192,320","1,046,807,680",13-Sep-18,182,,,,95.813,8.397,8.764,8.957, -   ,1.95
,,,,,,, -   ,,,,,,,,,, -   ,
,29-Mar-18,"25,000,000,000","72,402,800,000","47,402,800,000","25,000,000,000","23,941,219,780","1,058,780,220",27-Sep-18,182,,,,95.765,8.493,8.869,9.066, -   ,2.896
,,,,,,, -   ,,,,,,,,,, -   ,
,12-Apr-18,"25,000,000,000","35,188,700,000","10,188,700,000","25,000,000,000","23,923,476,859","1,076,523,141",11-Oct-18,182,,,,95.694,8.636,9.024,9.228, -   ,1.408
,,,,,,, -   ,,,,,,,,,, -   ,
,26-Apr-18,"25,000,000,000","39,190,800,000","14,190,800,000","25,000,000,000","23,914,920,672","1,085,079,328",25-Oct-18,182,,,,95.66,8.704,9.099,9.306, -   ,1.568
,,,,,,, -   ,,,,,,,,,, -   ,
,10-May-18,"25,000,000,000","54,201,600,000","29,201,600,000","25,000,000,000","23,904,249,528","1,095,750,472",08-Nov-18,182,,,,95.617,8.79,9.193,9.405, -   ,2.168
,,,,,,, -   ,,,,,,,,,, -   ,
,24-May-18,"30,000,000,000","45,071,700,000","15,071,700,000","25,000,000,000","28,674,066,331","-3,674,066,331",22-Nov-18,182,,,,95.58,8.864,9.274,9.49,"20,071,700,000",1.502
,,,,,,, -   ,,,,,,,,,, -   ,
,07-Jun-18,"30,000,000,000","28,533,400,000","-1,466,600,000","28,533,400,000","27,212,213,364","1,321,186,636",06-Dec-18,182,,,,95.37,9.285,9.736,9.974, -   ,0.951
,,,,,,, -   ,,,,,,,,,, -   ,
,21-Jun-18,"35,000,000,000","90,328,100,000","55,328,100,000","90,328,100,000","85,354,431,714","4,973,668,286",22-Nov-18,182,,,,94.494,11.042,11.686,12.028, -   ,2.581
,,,,,,, -   ,,,,,,,,,, -   ,
,05-Jul-18,"25,000,000,000","41,122,000,000","16,122,000,000","25,000,000,000","23,623,500,000","1,376,500,000",03-Jan-19,182,,,,94.494,11.042,11.686,12.028, -   ,1.645
,,,,,,, -   ,,,,,,,,,, -   ,
,19-Jul-18,"25,000,000,000","42,454,200,000","17,454,200,000","25,000,000,000","23,623,500,000","1,376,500,000",17-Jan-19,182,,,,94.494,11.042,11.686,12.028, -   ,1.698
,,,,,,, -   ,,,,,,,,,, -   ,
,02-Aug-18,"25,000,000,000","59,630,600,000","34,630,600,000","25,000,000,000","23,626,500,000","1,373,500,000",31-Jan-19,182,,,,94.506,11.018,11.659,11.999, -   ,2.385
,,,,,,, -   ,,,,,,,,,, -   ,
,16-Aug-18,"25,000,000,000","63,748,600,000","38,748,600,000","25,000,000,000","23,626,500,000","1,373,500,000",14-Feb-19,182,,,,94.506,11.018,11.659,11.999, -   ,2.55
,,,,,,, -   ,,,,,,,,,, -   ,
,30-Aug-18,"25,000,000,000","58,146,500,000","33,146,500,000","25,000,000,000","23,637,000,000","1,363,000,000",28-Feb-19,182,,,,94.548,10.934,11.564,11.9, -   ,2.326
,,,,,,, -   ,,,,,,,,,, -   ,
,13-Sep-18,"25,000,000,000","62,595,700,000","37,595,700,000","25,000,000,000","23,647,500,000","1,352,500,000",14-Mar-19,182,,,,94.59,10.85,11.47,11.8, -   ,2.504
,,,,,,, -   ,,,,,,,,,, -   ,
,27-Sep-18,"25,000,000,000","48,337,500,000","23,337,500,000","25,000,000,000","23,626,500,000","1,373,500,000",28-Mar-19,182,,,,94.506,11.018,11.659,11.999, -   ,1.934
,,,,,,, -   ,,,,,,,,,, -   ,
,11-Oct-18,"35,000,000,000","28,513,900,000","-6,486,100,000","18,513,900,000","26,896,941,059","-8,383,041,059",11-Apr-19,182,,,,94.329,11.373,12.057,12.421,"10,000,000,000",0.815
,,,,,,, -   ,,,,,,,,,, -   ,
,25-Oct-18,"35,000,000,000","116,100,300,000","81,100,300,000","35,000,000,000","32,935,000,000","2,065,000,000",25-Apr-19,182,,,,94.1,11.832,12.574,12.971, -   ,3.317
,,,,,,, -   ,,,,,,,,,, -   ,
,08-Nov-18,"35,000,000,000","85,057,200,000","50,057,200,000","35,000,000,000","32,961,950,000","2,038,050,000",09-May-19,182,,,,94.177,11.678,12.4,12.786, -   ,2.43
,,,,,,, -   ,,,,,,,,,, -   ,
,22-Nov-18,"35,000,000,000","95,502,700,000","60,502,700,000","35,000,000,000","33,033,000,000","1,967,000,000",23-May-19,182,,,,94.38,11.271,11.942,12.75, -   ,2.729
,,,,,,, -   ,,,,,,,,,, -   ,
,06-Dec-18,"35,000,000,000","77,982,800,000","42,982,800,000","35,000,000,000","33,077,100,000","1,922,900,000",06-Jun-19,182,,,,94.506,11.018,11.659,11.999, -   ,2.228
,,,,,,, -   ,,,,,,,,,, -   ,
,20-Dec-18,"35,000,000,000","72,948,100,000","37,948,100,000","35,000,000,000","33,077,100,000","1,922,900,000",20-Jun-19,182,,,,94.506,11.018,11.659,11.999, -   ,2.084
,,,,,,, -   , -   ,,,,,,,,, -   ,
,02-Jan-19,"35,000,000,000","55,942,600,000","20,942,600,000","35,000,000,000","33,047,700,000","1,952,300,000",03-Jul-19,182,,,,94.422,11.187,11.848,12.199, -   ,1.598
,,,,,,, -   , -   ,,,,,,,,, -   ,
,16-Jan-19,"35,000,000,000","52,948,100,000","17,948,100,000","35,000,000,000","33,023,900,000","1,976,100,000",17-Jul-19,182,,,,94.354,11.323,12.001,12.362, -   ,1.513
,,,,,,, -   , -   ,,,,,,,,, -   ,
,30-Jan-19,"35,000,000,000","104,457,600,000","69,457,600,000","35,000,000,000","33,070,800,000","1,929,200,000",31-Jul-19,182,,,,94.488,11.054,11.699,12.042, -   ,2.985
,,,,,,, -   , -   ,,,,,,,,, -   ,
,14-Feb-19,"35,000,000,000","103,952,300,000","68,952,300,000","35,000,000,000","33,180,000,000","1,820,000,000",15-Aug-19,182,,,,94.8,10.429,11.001,11, -   ,2.97
,,,,,,, -   ,,,,,,,,,, -   ,
,28-Feb-19,"35,000,000,000","116,398,400,000","81,398,400,000","35,000,000,000","33,247,200,000","1,752,800,000",29-Aug-19,182,,,,94.992,10.044,10.573,10.853, -   ,3.326
,,,,,,, -   , -   ,,,,,,,,, -   ,
,14-Mar-19,"35,000,000,000","76,139,300,000","41,139,300,000","35,000,000,000","33,225,150,000","1,774,850,000",12-Sep-19,182,,,,94.929,10.17,10.713,11.001, -   ,2.175
,,,,,,, -   ,,,,,,,,,, -   ,
,28-Mar-19,"35,000,000,000","57,289,300,000","22,289,300,000","11,739,300,000","11,147,052,315","592,247,685",26-Sep-19,182,,,,94.955,10.118,10.655,10.94,"45,550,000,000",1.637
,,,,,,, -   ,,,,,,,,,, -   ,
,11-Apr-19,"25,000,000,000","31,772,700,000","6,772,700,000","25,000,000,000","23,748,500,000","1,251,500,000",10-Oct-19,182,,,,94.994,10.04,10.569,10.849, -   ,1.271
,,,,,,, -   ,,,,,,,,,, -   ,
,09-May-19,"25,000,000,000","47,706,400,000","22,706,400,000","25,000,000,000","23,749,000,000","1,251,000,000",07-Nov-19,182,,,,94.996,10.035,10.564,10.844, -   ,1.908
,,,,,,, -   ,,,,,,,,,, -   ,
,06-Jun-19,"25,000,000,000","18,196,700,000","-6,803,300,000","25,000,000,000","17,040,391,650","7,959,608,350",05-Dec-19,182,,,,94.95,10.128,10.666,10.952, -   ,0.728
,,,,,,, -   , -   ,,,,,,,,, -   ,
,19-Jun-19,"25,000,000,000","42,553,900,000","17,553,900,000","25,000,000,000","23,753,500,000","1,246,500,000",18-Dec-19,182,,,,95.014,9.999,10.524,10.802, -   ,1.702
,,,,,,, -   ,,,,,,,,,, -   ,
,03-Jul-19,"30,000,000,000","45,060,900,000","15,060,900,000","30,000,000,000","28,485,000,000","1,515,000,000",01-Jan-20,182,,,,94.95,10.128,10.666,10.952, -   ,1.502
,,,,,,, -   , -   ,,,,,,,,, -   ,
,17-Jul-19,"30,000,000,000","48,634,900,000","18,634,900,000","30,000,000,000","28,504,500,000","1,495,500,000",15-Jan-20,182,,,,95.015,9.997,10.522,10.799, -   ,1.621
,,,,,,, -   ,,,,,,,,,, -   ,
,31-Jul-19,"30,000,000,000","58,669,500,000","28,669,500,000","30,000,000,000","28,511,100,000","1,488,900,000",29-Jan-20,182,,,,95.037,9.953,10.473,10.748, -   ,1.956
,,,,,,, -   ,,,,,,,,,, -   ,
,15-Aug-19,"30,000,000,000","18,769,600,000","-11,230,400,000","17,769,600,000","16,887,694,752","881,905,248",13-Feb-20,182,,,,95.037,9.953,10.473,10.748,"1,000,000,000",0.626
,,,,,,, -   ,,,,,,,,,, -   ,
,29-Aug-19,"30,000,000,000","49,231,400,000","19,231,400,000","30,000,000,000","28,474,200,000","1,525,800,000",27-Feb-20,182,,,,94.914,10.2,10.747,11.036, -   ,1.641
,,,,,,, -   ,,,,,,,,,, -   ,
,12-Sep-19,"30,000,000,000","75,538,600,000","45,538,600,000","30,000,000,000","28,500,000,000","1,500,000,000",12-Mar-20,182,,,,95,10.027,10.555,10.835, -   ,2.518
,,,,,,, -   , -   ,,,,,,,,, -   ,
,26-Sep-19,"30,000,000,000","106,562,300,000","76,562,300,000","30,000,000,000","28,517,400,000","1,482,600,000",26-Mar-20,182,,,,95.058,9.911,10.426,10.699, -   ,3.552
,,,,,,,,,,,,,,,,, -   ,
,10-Oct-19,"30,000,000,000","75,069,600,000","45,069,600,000","30,000,000,000","28,554,000,000","1,446,000,000",09-Apr-20,182,,,,95.18,9.666,10.156,10.415, -   ,2.502
,,,,,,,,,,,,,,,,, -   ,
,24-Oct-19,"30,000,000,000","48,094,100,000","18,094,100,000","30,000,000,000","28,566,000,000","1,434,000,000",23-Apr-20,182,,,,95.22,9.586,10.067,10.322, -   ,1.603
,,,,,,,,,,,,,,,,, -   ,
,07-Nov-19,"30,000,000,000","60,473,300,000","30,473,300,000","59,607,281,673","56,607,281,673","3,000,000,000",07-May-20,182,,,,95.181,9.664,10.154,10.412, -   ,2.016
,,,,,,,,,,,,,,,,, -   ,
,21-Nov-19,"30,000,000,000","29,427,700,000","-572,300,000","29,427,700,000","27,963,671,925","1,464,028,075","43,972",182,,,,95.025,9.977,10.5,10.776, -   ,0.981
,,,,,,,,,,,,,,,,,,
,05-Dec-19,"30,000,000,000","36,763,000,000","6,763,000,000","35,763,000,000","33,911,907,120","1,851,092,880",04-Jun-20,182,,,,94.824,10.38,10.947,11.248, -   ,1.225
,,,,,,,,,,,,,,,,,,
,19-Dec-19,"30,000,000,000","43,889,900,000","13,889,900,000","23,889,900,000","22,636,874,745","1,253,025,255","44,000",182,,,,94.755,10.519,11.101,11.41,"20,000,000,000",1.463
,,,,,,,,,,,,,,,,,,
,03-Jan-20,"35,000,000,000","19,634,000,000","-15,366,000,000","16,000,000,000","15,160,800,000","839,200,000",03-Jul-20,182,,,,94.755,10.519,11.101,11.41,"3,634,000,000",0.561
,,,,,,,,,,,,,,,,,,
,16-Jan-20,"35,000,000,000","30,884,500,000","-4,115,500,000","16,884,500,000","15,998,907,975","885,592,025",16-Jul-20,182,,,,94.755,10.519,11.101,11.41,"14,000,000,000",0.882
,,,,,,,,,,,,,,,,,,
,30-Jan-20,"35,000,000,000","78,187,500,000","43,187,500,000","35,000,000,000","33,158,300,000","1,841,700,000","44,042",182,,,,94.738,10.553,11.139,11.45, -   ,2.234
,,,,,,,,,,,,,,,,,,
,13-Feb-20,"35,000,000,000","100,727,300,000","65,727,300,000","35,000,000,000","33,232,500,000","1,767,500,000",13-Aug-20,182,,,,94.95,10.128,10.666,10.952, -   ,2.878
,,,,,,,,,,,,,,,,,,
,27-Feb-20,"35,000,000,000","71,821,100,000","36,821,100,000","19,321,100,000","18,345,384,450","975,715,550","44,070",182,,,,94.95,10.128,10.666,10.952,"52,500,000,000",2.052
,,,,,,,,,,,,,,,,,,
,12-Mar-20,"35,000,000,000","69,477,800,000","34,477,800,000","32,477,800,000","30,837,671,100","1,640,128,900",10-Sep-20,182,,,,94.95,10.128,10.666,10.952,"37,000,000,000",1.985
,,,,,,,,,,,,,,,,,,
,26-Mar-20,"35,000,000,000","11,679,000,000","-23,321,000,000","11,098,800,000","10,534,093,056","564,706,944",24-Sep-20,182,,,,94.912,10.204,10.751,11.041,"580,200,000",0.334
,,,,,,,,,,,,,,,,, -   ,
,09-Apr-20,"35,000,000,000","53,908,100,000","18,908,100,000","43,908,100,000","41,556,382,164","2,351,717,836",08-Oct-20,182,,,,94.644,10.741,11.349,11.672, -   ,1.54
,,,,,,,,,,,,,,,,,,
,23-Apr-20,"35,000,000,000","70,837,600,000","35,837,600,000","35,000,000,000","33,086,200,000","1,913,800,000",22-Oct-20,182,,,,94.532,10.966,11.6,11.938, -   ,2.024
,,,,,,,,,,,,,,,,,,
,07-May-20,"20,000,000,000","88,279,600,000","68,279,600,000","18,634,600,000","17,665,600,800","968,999,200",05-Nov-20,182,,,,94.8,10.429,11.001,11.304,"69,645,000,000",4.414
,,,,,,,,,,,,,,,,,,
,21-May-20,"20,000,000,000","45,409,100,000","25,409,100,000","20,000,000,000","18,986,000,000","1,014,000,000",19-Nov-20,182,,,,94.93,10.168,10.711,10.999, -   ,2.27
,,,,,,,,,,,,,,,,,,
,05-Jun-20,"20,000,000,000","37,187,400,000","17,187,400,000","20,000,000,000","18,987,800,000","1,012,200,000",04-Dec-20,182,,,,94.939,10.15,10.691,10.977, -   ,1.859
,,,,,,,,,,,,,,,,,,
,18-Jun-20,"20,000,000,000","72,951,700,000","52,951,700,000","18,962,700,000","18,111,654,024","851,045,976",17-Dec-20,182,,,,95.512,9.001,9.424,9.646,"53,989,000,000",3.648
,,,,,,,,,,,,,,,,,,
,02-Jul-20,"35,000,000,000","49,228,700,000","14,228,700,000","28,770,100,000","27,371,297,738","1,398,802,262",31-Dec-20,182,,,,95.138,9.751,10.249,10.512,"20,458,600,000",1.407
,,,,,,,,,,,,,,,,,,
,16-Jul-20,"35,000,000,000","92,839,100,000","57,839,100,000","35,834,100,000","34,132,338,591","1,701,761,409",14-Jan-21,182,,,,95.272,9.482,9.953,10.25,"57,005,000,000",2.653
,,,,,,,,,,,,,,,,,,
,30-Jul-20,"35,000,000,000","64,376,800,000","29,376,800,000","41,766,800,000","39,792,065,696","1,974,734,304",28-Jan-21,182,,,,95.272,9.482,9.953,10.201,"22,610,000,000",1.839
,,,,,,,,,,,,,,,,,,
,13-Aug-20,"35,000,000,000","45,534,600,000","10,534,600,000","45,034,600,000","42,905,364,112","2,129,235,888",11-Feb-21,182,,,,95.272,9.482,9.953,10.201,"500,000,000",1.301
,,,,,,,,,,,,,,,,,,
,27-Aug-20,"35,000,000,000","75,987,700,000","40,987,700,000",35482700000,"33,832,754,450","1,649,945,550",25-Feb-21,182,,,,95.35,9.326,9.78,10.02,"40,505,000,000",2.171
,,,,,,,,,,,,,,,,,,
,10-Sep-20,"35,000,000,000","61,935,400,000","26,935,400,000","57,910,900,000","55,223,255,131","2,687,644,869",11-Mar-21,182,,,,95.359,9.308,9.76,9.999,"4,024,500,000",1.77
,,,,,,,,,,,,,,,,,,
,24-Sep-20,"35,000,000,000","95,809,400,000","60,809,400,000","35,000,000,000","33,421,150,000","1,578,850,000",25-Mar-21,182,,,,95.489,9.047,9.474,9.699,"60,809,400,000",2.737
,,,,,,,,,,,,,,,,,,
,08-Oct-20,"35,000,000,000","65,050,300,000","30,050,300,000","41,550,300,000","39,697,572,123","1,852,727,877",08-Apr-21,182,,,,95.541,8.943,9.36,9.579,"23,500,000,000",1.859
,,,,,,,,,,,,,,,,,,
,22-Oct-20,"35,000,000,000","127,612,600,000","92,612,600,000","35,000,000,000","33,496,750,000","1,503,250,000",22-Apr-21,182,,,,95.705,8.614,9,9.203,"92,612,600,000",3.646
,,,,,,,,,,,,,,,,,,
,05-Nov-20,"35,000,000,000","86,923,100,000","51,923,100,000","35,423,100,000","33,832,957,041","1,590,142,959",06-May-21,182,,,,95.511,9.003,9.426,9.649,"51,500,000,000",2.484
,,,,,,,,,,,,,,,,,,
,19-Nov-20,"35,000,000,000","72,155,100,000","37,155,100,000","53,655,100,000","51,252,961,173","2,402,138,827",20-May-21,182,,,,95.523,8.979,9.399,9.621,"18,500,000,000",2.062
,,,,,,,,,,,,,,,,,,
,03-Dec-20,"35,000,000,000","47,021,800,000","12,021,800,000","25,521,800,000","24,332,739,338","1,189,060,662",03-Jun-21,182,,,,95.341,9.344,9.8,10.041,"21,500,000,000",1.343
,,,,,,,,,,,,,,,,,,
,17-Dec-20,"35,000,000,000","59,193,500,000","24,193,500,000","30,193,500,000","28,745,721,675","1,447,778,325",17-Jun-21,182,,,,95.205,9.616,10.101,10.356,"29,000,000,000",1.691
,,,,,,,,,,,,,,,,,,
,31-Dec-20,"35,000,000,000","41,349,700,000","6,349,700,000","18,849,700,000","17,877,997,965","971,702,035",01-Jul-21,182,,,,94.845,10.338,10.9,11.198,"22,500,000,000",1.181
,,,,,,, -   ,,,,,,,,,,,
,15-Jan-21,"35,000,000,000","53,163,300,000","18,163,300,000","14,163,300,000","13,427,091,666","736,208,334",16-Jul-21,182,,,,94.802,10.425,10.996,11,"-20,836,700,000",0.405
,,,,,,,,,,,,,,,,,,
,27-Jan-21,"35,000,000,000","71,611,500,000","36,611,500,000","47,361,500,000","44,959,798,335","2,401,701,665",28-Jul-21,182,,,,94.929,10.17,10.713,11,"12,361,500,000",1.353
,,,,,,, -   ,,,,,,,,,,,
,11-Feb-21,"35,000,000,000","51,356,600,000","16,356,600,000","33,356,600,000","31,665,420,380","1,691,179,620",12-Aug-21,182,,,,94.93,10.168,10.711,11,"-1,643,400,000",0.953
,,,,,,, -   ,,,,,,,,,,,
,25-Feb-21,"35,000,000,000","58,942,500,000","23,942,500,000","30,942,500,000","29,403,110,625","1,539,389,375",26-Aug-21,182,,,,95.025,9.977,10.5,10.776,"-4,057,500,000",0.884
,,,,,,,,,,,,,,,,,,
,11-Mar-21,"35,000,000,000","68,613,600,000","33,613,600,000","35,000,000,000","33,290,250,000","1,709,750,000",09-Sep-21,182,,,,95.115,9.797,10.3,11, -   ,1
,,,,,,, -   ,,,,,,,,,,,
,25-Mar-21,"35,000,000,000","94,140,400,000","59,140,400,000","36,290,400,000","34,554,993,072","1,735,406,928",23-Sep-21,182,,,,95.218,9.59,10.072,10,"1,290,400,000",1.037
,,,,,,, -   ,00-Jan-00,,,,,,,,,,
,08-Apr-21,"35,000,000,000","92,376,800,000","57,376,800,000","26,876,800,000","25,600,420,768","1,276,379,232",07-Oct-21,182,,,,95.25,9.52,10,10.25,"-8,123,200,000",0.768
,,,,,,,,,,,,,,,,,,
,22-Apr-21,"35,000,000,000","84,608,700,000","49,608,700,000","34,608,700,000","32,972,746,751","1,635,953,249",21-Oct-21,182,,,,95.273,9.48,9.95,10.199,"-391,300,000",0.989
,,,,,,,,,,,,,,,,,,
,06-May-21,"35,000,000,000","91,791,900,000","56,791,900,000","35,000,000,000","33,377,400,000","1,622,600,000",04-Nov-21,182,,,,95.364,9.297,9.749,9.988, -   ,1
,,,,,,,,,,,,,,,,,,
,20-May-21,"35,000,000,000","80,569,400,000","45,569,400,000","35,000,000,000","33,416,950,000","1,583,050,000",18-Nov-21,182,,,,95.477,9.071,9.501,9.727, -   ,1
,,,,,,,,,,,,,,,,,,
,04-Jun-21,"35,000,000,000","76,661,000,000","41,661,000,000","32,761,000,000","31,279,219,970","1,481,780,030",03-Dec-21,182,,,,95.477,9.091,9.501,9.727,"-2,239,000,000",0.936
,,,,,,,,,,,,,,,,,,
,17-Jun-21,"35,000,000,000","70,363,900,000","35,363,900,000","19,863,900,000","19,010,745,495","853,154,505",16-Dec-21,182,,,,95.705,8.614,9,9.203,"-15,136,100,000",0.568
,,,,,,,,,,,,,,,,,,
,24-Jun-21,"20,000,000,000","53,690,500,000","33,690,500,000","18,190,500,000","17,425,953,285","764,546,715",23-Dec-21,182,,,,95.797,8.429,8.799,8.993,"-1,809,500,000",0.91
,,,,,,,,,,,,,,,,,,
,08-Jul-21,"50,000,000,000","94,556,000,000","44,556,000,000","33,756,000,000","32,306,179,800","1,449,820,200",06-Jan-22,182,,,,95.705,8.614,9,9.203,"-16,244,000,000",0.675
,,,,,,,,,,,,,,,,,,
